productid,date,item,transid,month,weekday
7325,08/28/2015,tropical fruit,380616675,8,Friday
5655,6/6/2015,soda,171116592,6,Saturday
3277,4/12/2015,white bread,395916537,4,Sunday
3059,08/15/2015,coffee,159016662,8,Saturday
7325,6/8/2015,tropical fruit,196216594,6,Monday
7292,01/21/2015,pork,176616456,1,Wednesday
6341,10/21/2015,citrus fruit,255116729,10,Wednesday
4549,09/23/2015,frankfurter,229416701,9,Wednesday
4549,05/29/2015,frankfurter,453116584,5,Friday
4549,4/12/2015,frankfurter,295716537,4,Sunday
1733,01/27/2015,other vegetables,441516462,1,Tuesday
2703,08/26/2015,yogurt,147616673,8,Wednesday
2464,07/23/2015,sausage,397816639,7,Thursday
2199,09/22/2015,whole milk,206216700,9,Tuesday
3472,06/28/2015,pip fruit,325216614,6,Sunday
2199,06/24/2015,whole milk,392216610,6,Wednesday
1851,10/17/2015,root vegetables,149116725,10,Saturday
9677,08/26/2015,onions,352616673,8,Wednesday
8919,12/11/2015,specialty chocolate,406016780,12,Friday
4417,4/8/2015,hamburger meat,106716533,4,Wednesday
8632,01/27/2015,photo/film,284016462,1,Tuesday
8730,11/27/2015,rolls/buns,448416766,11,Friday
8479,2/7/2015,canned beer,235316473,2,Saturday
8479,02/18/2015,canned beer,313016484,2,Wednesday
1733,06/14/2015,other vegetables,427316600,6,Sunday
8479,12/30/2015,canned beer,456516799,12,Wednesday
5468,08/14/2015,curd,250416661,8,Friday
6095,10/23/2015,butter,412716731,10,Friday
1733,4/1/2015,other vegetables,269016526,4,Wednesday
2199,09/22/2015,whole milk,412916700,9,Tuesday
8144,06/29/2015,beef,451116615,6,Monday
2464,8/4/2015,sausage,160216651,8,Tuesday
5655,2/1/2015,soda,436916467,2,Sunday
2155,09/29/2015,fruit/vegetable juice,130216707,9,Tuesday
8730,04/30/2015,rolls/buns,332616555,4,Thursday
3472,05/21/2015,pip fruit,206616576,5,Thursday
7461,01/15/2015,frozen vegetables,348316450,1,Thursday
7271,2/12/2015,beverages,284016478,2,Thursday
4417,05/18/2015,hamburger meat,180716573,5,Monday
1851,8/12/2015,root vegetables,206716659,8,Wednesday
8479,02/17/2015,canned beer,378316483,2,Tuesday
7461,1/4/2015,frozen vegetables,288416439,1,Sunday
8479,03/15/2015,canned beer,290816509,3,Sunday
2789,7/10/2015,newspapers,133016626,7,Friday
8730,5/8/2015,rolls/buns,229316563,5,Friday
4417,05/20/2015,hamburger meat,371816575,5,Wednesday
3472,01/25/2015,pip fruit,433816460,1,Sunday
8479,11/8/2015,canned beer,348616747,11,Sunday
5324,9/4/2015,grapes,363516682,9,Friday
1851,02/18/2015,root vegetables,285716484,2,Wednesday
6341,08/13/2015,citrus fruit,368416660,8,Thursday
3695,10/20/2015,cling film/bags,312016728,10,Tuesday
4549,03/19/2015,frankfurter,387216513,3,Thursday
2199,4/7/2015,whole milk,277716532,4,Tuesday
7292,05/27/2015,pork,270216582,5,Wednesday
2379,06/29/2015,chicken,479616615,6,Monday
2464,10/23/2015,sausage,156416731,10,Friday
9782,7/2/2015,specialty bar,274016618,7,Thursday
8853,04/13/2015,whipped/sour cream,183316538,4,Monday
1851,12/23/2015,root vegetables,175716792,12,Wednesday
8730,10/24/2015,rolls/buns,297516732,10,Saturday
1733,8/10/2015,other vegetables,403216657,8,Monday
6341,09/16/2015,citrus fruit,397916694,9,Wednesday
2199,3/9/2015,whole milk,377216503,3,Monday
4549,10/28/2015,frankfurter,452316736,10,Wednesday
3059,04/19/2015,coffee,400416544,4,Sunday
9301,6/8/2015,ham,293616594,6,Monday
8479,06/21/2015,canned beer,239416607,6,Sunday
8479,08/16/2015,canned beer,461616663,8,Sunday
8479,7/8/2015,canned beer,236216624,7,Wednesday
3472,11/3/2015,pip fruit,359316742,11,Tuesday
7292,08/27/2015,pork,438916674,8,Thursday
7100,8/11/2015,soap,320616658,8,Tuesday
3472,1/4/2015,pip fruit,460116439,1,Sunday
8144,11/13/2015,beef,438216752,11,Friday
2464,6/8/2015,sausage,271816594,6,Monday
4388,10/12/2015,frozen chicken,469116720,10,Monday
5655,11/28/2015,soda,373516767,11,Saturday
7325,12/20/2015,tropical fruit,390016789,12,Sunday
1733,06/30/2015,other vegetables,495916616,6,Tuesday
8144,08/30/2015,beef,181516677,8,Sunday
1821,4/8/2015,meat,245416533,4,Wednesday
1821,01/15/2015,meat,477816450,1,Thursday
8147,11/4/2015,bottled water,228916743,11,Wednesday
8730,07/13/2015,rolls/buns,173416629,7,Monday
8093,2/5/2015,pastry,401916471,2,Thursday
7292,05/28/2015,pork,460516583,5,Thursday
3472,11/14/2015,pip fruit,486416753,11,Saturday
8144,02/22/2015,beef,420516488,2,Sunday
8144,8/3/2015,beef,186216650,8,Monday
8730,07/19/2015,rolls/buns,184616635,7,Sunday
6341,05/28/2015,citrus fruit,201916583,5,Thursday
1821,11/19/2015,meat,204216758,11,Thursday
7271,05/26/2015,beverages,176816581,5,Tuesday
8144,03/26/2015,beef,384716520,3,Thursday
9301,07/20/2015,ham,355716636,7,Monday
4417,02/27/2015,hamburger meat,397516493,2,Friday
8144,03/18/2015,beef,419816512,3,Wednesday
8144,9/4/2015,beef,258016682,9,Friday
1851,08/25/2015,root vegetables,347416672,8,Tuesday
6341,11/14/2015,citrus fruit,167816753,11,Saturday
2703,08/14/2015,yogurt,425416661,8,Friday
7325,08/21/2015,tropical fruit,470416668,8,Friday
4549,5/10/2015,frankfurter,334316565,5,Sunday
8144,06/24/2015,beef,381216610,6,Wednesday
1172,03/13/2015,shopping bags,309316507,3,Friday
8479,06/18/2015,canned beer,217016604,6,Thursday
8730,10/29/2015,rolls/buns,486716737,10,Thursday
1733,03/23/2015,other vegetables,389916517,3,Monday
4417,10/3/2015,hamburger meat,294116711,10,Saturday
4417,7/3/2015,hamburger meat,195816619,7,Friday
4549,8/8/2015,frankfurter,276016655,8,Saturday
5930,8/3/2015,bottled beer,441316650,8,Monday
7325,05/15/2015,tropical fruit,173716570,5,Friday
5655,02/18/2015,soda,420216484,2,Wednesday
4549,11/13/2015,frankfurter,106516752,11,Friday
2379,06/28/2015,chicken,381916614,6,Sunday
3059,2/8/2015,coffee,285416474,2,Sunday
2199,09/16/2015,whole milk,438716694,9,Wednesday
7665,4/12/2015,margarine,453016537,4,Sunday
7325,11/3/2015,tropical fruit,419116742,11,Tuesday
1821,12/4/2015,meat,310216773,12,Friday
5739,01/25/2015,cream cheese,194616460,1,Sunday
2789,05/15/2015,newspapers,215616570,5,Friday
8730,12/16/2015,rolls/buns,144416785,12,Wednesday
6341,05/14/2015,citrus fruit,169916569,5,Thursday
2199,5/4/2015,whole milk,495416559,5,Monday
4549,4/8/2015,frankfurter,220716533,4,Wednesday
9301,01/28/2015,ham,482616463,1,Wednesday
4549,6/8/2015,frankfurter,237416594,6,Monday
2464,08/18/2015,sausage,160416665,8,Tuesday
3893,11/29/2015,domestic eggs,443716768,11,Sunday
2199,5/10/2015,whole milk,231916565,5,Sunday
8730,06/27/2015,rolls/buns,301816613,6,Saturday
2199,09/28/2015,whole milk,119516706,9,Monday
2464,9/4/2015,sausage,176816682,9,Friday
5468,09/28/2015,curd,301716706,9,Monday
8147,11/29/2015,bottled water,338416768,11,Sunday
8144,01/30/2015,beef,191816465,1,Friday
4549,10/17/2015,frankfurter,252416725,10,Saturday
2379,06/17/2015,chicken,279816603,6,Wednesday
2464,01/25/2015,sausage,209616460,1,Sunday
7292,03/13/2015,pork,148916507,3,Friday
2703,07/20/2015,yogurt,143116636,7,Monday
2199,7/5/2015,whole milk,274716621,7,Sunday
4549,03/22/2015,frankfurter,305416516,3,Sunday
8144,10/9/2015,beef,269116717,10,Friday
3472,04/19/2015,pip fruit,175216544,4,Sunday
2464,09/15/2015,sausage,302716693,9,Tuesday
8093,06/17/2015,pastry,445216603,6,Wednesday
2379,08/13/2015,chicken,412916660,8,Thursday
1851,11/9/2015,root vegetables,352316748,11,Monday
2199,2/11/2015,whole milk,212816477,2,Wednesday
7333,2/3/2015,detergent,486716469,2,Tuesday
8730,10/30/2015,rolls/buns,476216738,10,Friday
2203,05/29/2015,house keeping products,163216584,5,Friday
2703,11/17/2015,yogurt,401816756,11,Tuesday
7325,07/13/2015,tropical fruit,172216629,7,Monday
7325,10/19/2015,tropical fruit,143816727,10,Monday
5468,10/27/2015,curd,395816735,10,Tuesday
8144,09/13/2015,beef,329216691,9,Sunday
2199,02/23/2015,whole milk,286116489,2,Monday
7292,02/24/2015,pork,175716490,2,Tuesday
1733,12/30/2015,other vegetables,150916799,12,Wednesday
8730,5/11/2015,rolls/buns,236416566,5,Monday
4549,10/26/2015,frankfurter,308416734,10,Monday
2703,02/17/2015,yogurt,185016483,2,Tuesday
2199,03/17/2015,whole milk,194916511,3,Tuesday
8147,10/2/2015,bottled water,474016710,10,Friday
4549,10/23/2015,frankfurter,107216731,10,Friday
8730,7/9/2015,rolls/buns,419616625,7,Thursday
2199,09/13/2015,whole milk,481416691,9,Sunday
8730,02/28/2015,rolls/buns,151416494,2,Saturday
2379,10/25/2015,chicken,458416733,10,Sunday
7325,2/3/2015,tropical fruit,275116469,2,Tuesday
2464,09/24/2015,sausage,415516702,9,Thursday
2464,10/11/2015,sausage,467016719,10,Sunday
4549,07/27/2015,frankfurter,456616643,7,Monday
2224,08/30/2015,UHT-milk,237116677,8,Sunday
8730,11/14/2015,rolls/buns,344216753,11,Saturday
8479,09/27/2015,canned beer,309016705,9,Sunday
2703,1/9/2015,yogurt,145716444,1,Friday
8853,4/8/2015,whipped/sour cream,495216533,4,Wednesday
8730,1/11/2015,rolls/buns,316516446,1,Sunday
8730,09/19/2015,rolls/buns,260816697,9,Saturday
7271,10/7/2015,beverages,204016715,10,Wednesday
8730,8/9/2015,rolls/buns,132716656,8,Sunday
8730,1/7/2015,rolls/buns,336316442,1,Wednesday
5930,9/9/2015,bottled beer,173116687,9,Wednesday
6341,8/2/2015,citrus fruit,276016649,8,Sunday
8147,01/14/2015,bottled water,312016449,1,Wednesday
8093,04/30/2015,pastry,133216555,4,Thursday
3893,9/12/2015,domestic eggs,453016690,9,Saturday
8144,02/23/2015,beef,314516489,2,Monday
1890,08/13/2015,spread cheese,109916660,8,Thursday
7325,12/6/2015,tropical fruit,318816775,12,Sunday
8128,10/13/2015,packaged fruit/vegetables,374816721,10,Tuesday
2199,03/31/2015,whole milk,465516525,3,Tuesday
1821,5/1/2015,meat,182716556,5,Friday
9677,02/17/2015,onions,248516483,2,Tuesday
4549,01/15/2015,frankfurter,468316450,1,Thursday
8144,11/6/2015,beef,435816745,11,Friday
8144,10/9/2015,beef,193116717,10,Friday
2464,12/18/2015,sausage,249016787,12,Friday
2379,12/8/2015,chicken,484216777,12,Tuesday
8479,1/1/2015,canned beer,461616436,1,Thursday
2464,09/22/2015,sausage,281016700,9,Tuesday
7325,10/18/2015,tropical fruit,278516726,10,Sunday
4549,07/20/2015,frankfurter,359116636,7,Monday
2464,9/10/2015,sausage,389616688,9,Thursday
8144,7/1/2015,beef,384216617,7,Wednesday
7325,7/10/2015,tropical fruit,264816626,7,Friday
2703,10/2/2015,yogurt,468816710,10,Friday
4549,08/26/2015,frankfurter,351116673,8,Wednesday
5930,9/4/2015,bottled beer,308416682,9,Friday
5324,5/7/2015,grapes,381016562,5,Thursday
7271,02/26/2015,beverages,434816492,2,Thursday
5468,3/10/2015,curd,358416504,3,Tuesday
7353,6/11/2015,ice cream,262016597,6,Thursday
2464,01/18/2015,sausage,271616453,1,Sunday
1733,8/10/2015,other vegetables,379716657,8,Monday
1592,6/2/2015,dessert,297616588,6,Tuesday
4151,11/7/2015,decalcifier,276216746,11,Saturday
8479,04/25/2015,canned beer,375216550,4,Saturday
3059,11/30/2015,coffee,165916769,11,Monday
1123,2/8/2015,berries,410916474,2,Sunday
7292,8/7/2015,pork,154216654,8,Friday
4549,6/7/2015,frankfurter,206816593,6,Sunday
7292,06/14/2015,pork,450916600,6,Sunday
4549,06/14/2015,frankfurter,464616600,6,Sunday
2786,4/7/2015,frozen dessert,212216532,4,Tuesday
2379,06/15/2015,chicken,273016601,6,Monday
9196,07/31/2015,vinegar,180016647,7,Friday
8730,09/18/2015,rolls/buns,145616696,9,Friday
2199,9/2/2015,whole milk,113816680,9,Wednesday
7292,6/12/2015,pork,410416598,6,Friday
8730,02/28/2015,rolls/buns,498516494,2,Saturday
5324,12/13/2015,grapes,318116782,12,Sunday
4549,10/21/2015,frankfurter,317816729,10,Wednesday
5190,11/10/2015,finished products,168816749,11,Tuesday
9677,11/28/2015,onions,148816767,11,Saturday
7325,5/8/2015,tropical fruit,497516563,5,Friday
1733,1/9/2015,other vegetables,469716444,1,Friday
9301,1/11/2015,ham,474216446,1,Sunday
1733,04/22/2015,other vegetables,264016547,4,Wednesday
5468,12/25/2015,curd,254816794,12,Friday
2464,12/29/2015,sausage,282516798,12,Tuesday
8479,7/4/2015,canned beer,259216620,7,Saturday
9301,12/28/2015,ham,362216797,12,Monday
8128,08/21/2015,packaged fruit/vegetables,485216668,8,Friday
1821,9/3/2015,meat,183916681,9,Thursday
2199,4/4/2015,whole milk,241316529,4,Saturday
8479,06/14/2015,canned beer,298216600,6,Sunday
2379,10/31/2015,chicken,198116739,10,Saturday
8730,09/21/2015,rolls/buns,444016699,9,Monday
5218,11/24/2015,pet care,349716763,11,Tuesday
1851,12/18/2015,root vegetables,366816787,12,Friday
8093,05/28/2015,pastry,446016583,5,Thursday
4549,01/16/2015,frankfurter,133516451,1,Friday
2379,12/7/2015,chicken,430316776,12,Monday
2786,02/28/2015,frozen dessert,350816494,2,Saturday
6341,03/19/2015,citrus fruit,195916513,3,Thursday
2464,3/6/2015,sausage,385616500,3,Friday
1851,07/29/2015,root vegetables,314116645,7,Wednesday
1851,09/25/2015,root vegetables,464016703,9,Friday
5930,05/25/2015,bottled beer,485116580,5,Monday
4549,09/22/2015,frankfurter,330616700,9,Tuesday
1851,4/8/2015,root vegetables,219316533,4,Wednesday
1123,09/13/2015,berries,115616691,9,Sunday
4417,4/8/2015,hamburger meat,459616533,4,Wednesday
7325,10/8/2015,tropical fruit,124516716,10,Thursday
4549,7/5/2015,frankfurter,151516621,7,Sunday
4549,07/14/2015,frankfurter,256416630,7,Tuesday
5655,10/18/2015,soda,452716726,10,Sunday
7353,7/9/2015,ice cream,248716625,7,Thursday
8144,02/27/2015,beef,342016493,2,Friday
2199,11/28/2015,whole milk,444216767,11,Saturday
7292,04/30/2015,pork,316416555,4,Thursday
2199,4/1/2015,whole milk,360116526,4,Wednesday
5930,05/25/2015,bottled beer,317616580,5,Monday
7292,07/22/2015,pork,256816638,7,Wednesday
1851,10/26/2015,root vegetables,185616734,10,Monday
8479,09/30/2015,canned beer,385916708,9,Wednesday
6341,08/21/2015,citrus fruit,166816668,8,Friday
3472,08/23/2015,pip fruit,449916670,8,Sunday
1851,08/21/2015,root vegetables,175316668,8,Friday
7325,06/25/2015,tropical fruit,382916611,6,Thursday
8144,1/8/2015,beef,482516443,1,Thursday
2379,11/10/2015,chicken,369416749,11,Tuesday
6341,1/2/2015,citrus fruit,414716437,1,Friday
1821,10/9/2015,meat,219616717,10,Friday
5739,05/22/2015,cream cheese,222916577,5,Friday
6341,9/3/2015,citrus fruit,472416681,9,Thursday
9782,10/11/2015,specialty bar,306616719,10,Sunday
1821,6/8/2015,meat,112016594,6,Monday
6341,08/22/2015,citrus fruit,476916669,8,Saturday
4549,09/17/2015,frankfurter,471116695,9,Thursday
6341,06/22/2015,citrus fruit,239116608,6,Monday
2456,3/4/2015,turkey,121616498,3,Wednesday
6341,05/14/2015,citrus fruit,315416569,5,Thursday
2464,07/30/2015,sausage,391116646,7,Thursday
2789,10/15/2015,newspapers,311116723,10,Thursday
2199,11/26/2015,whole milk,138516765,11,Thursday
2703,03/21/2015,yogurt,115816515,3,Saturday
2703,07/22/2015,yogurt,273316638,7,Wednesday
8147,12/26/2015,bottled water,499916795,12,Saturday
1123,6/12/2015,berries,288216598,6,Friday
8128,06/25/2015,packaged fruit/vegetables,259016611,6,Thursday
4549,8/4/2015,frankfurter,424916651,8,Tuesday
2204,5/3/2015,nuts/prunes,301216558,5,Sunday
6341,11/7/2015,citrus fruit,153316746,11,Saturday
8144,1/12/2015,beef,166716447,1,Monday
2199,05/13/2015,whole milk,432316568,5,Wednesday
1733,02/22/2015,other vegetables,208716488,2,Sunday
8144,05/31/2015,beef,185316586,5,Sunday
9078,10/29/2015,fish,215716737,10,Thursday
1733,10/29/2015,other vegetables,113616737,10,Thursday
7325,10/7/2015,tropical fruit,204916715,10,Wednesday
3059,5/2/2015,coffee,312216557,5,Saturday
2464,05/15/2015,sausage,224516570,5,Friday
1821,10/18/2015,meat,474616726,10,Sunday
2379,02/24/2015,chicken,422416490,2,Tuesday
1123,03/19/2015,berries,421916513,3,Thursday
7240,1/1/2015,frozen meals,264116436,1,Thursday
8853,07/25/2015,whipped/sour cream,317316641,7,Saturday
8144,10/19/2015,beef,219116727,10,Monday
2379,4/7/2015,chicken,421216532,4,Tuesday
2379,12/1/2015,chicken,190216770,12,Tuesday
8144,03/27/2015,beef,134716521,3,Friday
8128,06/23/2015,packaged fruit/vegetables,157816609,6,Tuesday
9048,11/23/2015,sugar,126416762,11,Monday
4549,09/30/2015,frankfurter,463216708,9,Wednesday
1123,11/1/2015,berries,345216740,11,Sunday
8147,2/10/2015,bottled water,482216476,2,Tuesday
2464,06/18/2015,sausage,398716604,6,Thursday
2199,10/7/2015,whole milk,167216715,10,Wednesday
7353,12/1/2015,ice cream,486416770,12,Tuesday
4549,3/9/2015,frankfurter,336816503,3,Monday
1851,09/22/2015,root vegetables,128316700,9,Tuesday
2464,06/28/2015,sausage,442816614,6,Sunday
2464,10/25/2015,sausage,257716733,10,Sunday
8144,10/24/2015,beef,197316732,10,Saturday
2155,01/23/2015,fruit/vegetable juice,328416458,1,Friday
9048,05/19/2015,sugar,190516574,5,Tuesday
1123,3/9/2015,berries,222616503,3,Monday
2703,9/4/2015,yogurt,193216682,9,Friday
7292,8/11/2015,pork,450616658,8,Tuesday
5930,11/27/2015,bottled beer,184316766,11,Friday
5468,07/27/2015,curd,397316643,7,Monday
8144,07/28/2015,beef,165116644,7,Tuesday
7292,10/12/2015,pork,399716720,10,Monday
3277,08/25/2015,white bread,479616672,8,Tuesday
5324,09/24/2015,grapes,124516702,9,Thursday
2367,08/17/2015,potato products,357916664,8,Monday
1851,2/10/2015,root vegetables,438716476,2,Tuesday
2379,06/29/2015,chicken,249616615,6,Monday
2379,03/28/2015,chicken,359016522,3,Saturday
9078,04/26/2015,fish,289016551,4,Sunday
8479,01/27/2015,canned beer,140116462,1,Tuesday
1733,05/21/2015,other vegetables,329716576,5,Thursday
2379,12/23/2015,chicken,286716792,12,Wednesday
1733,05/20/2015,other vegetables,136516575,5,Wednesday
7325,07/24/2015,tropical fruit,235516640,7,Friday
2199,03/19/2015,whole milk,117016513,3,Thursday
8144,03/21/2015,beef,355416515,3,Saturday
2464,01/26/2015,sausage,417116461,1,Monday
2199,09/17/2015,whole milk,396316695,9,Thursday
8730,12/8/2015,rolls/buns,307616777,12,Tuesday
6341,05/17/2015,citrus fruit,162916572,5,Sunday
2199,05/30/2015,whole milk,136616585,5,Saturday
8093,07/29/2015,pastry,367716645,7,Wednesday
7325,05/21/2015,tropical fruit,284416576,5,Thursday
8155,09/28/2015,sliced cheese,450916706,9,Monday
5655,5/11/2015,soda,324516566,5,Monday
9301,06/22/2015,ham,229416608,6,Monday
7762,11/20/2015,salty snack,123416759,11,Friday
2199,12/24/2015,whole milk,300116793,12,Thursday
1851,8/5/2015,root vegetables,358716652,8,Wednesday
5655,01/22/2015,soda,270016457,1,Thursday
5468,12/14/2015,curd,383816783,12,Monday
8147,12/22/2015,bottled water,404516791,12,Tuesday
8128,04/25/2015,packaged fruit/vegetables,185816550,4,Saturday
7325,1/11/2015,tropical fruit,228016446,1,Sunday
9301,4/6/2015,ham,245416531,4,Monday
7292,10/9/2015,pork,443716717,10,Friday
7271,03/30/2015,beverages,168516524,3,Monday
2464,02/26/2015,sausage,234916492,2,Thursday
2464,12/24/2015,sausage,146316793,12,Thursday
1851,02/19/2015,root vegetables,347016485,2,Thursday
2199,11/29/2015,whole milk,491416768,11,Sunday
4549,08/31/2015,frankfurter,244816678,8,Monday
5655,5/10/2015,soda,338716565,5,Sunday
5655,11/4/2015,soda,316716743,11,Wednesday
4549,03/17/2015,frankfurter,317516511,3,Tuesday
1123,09/21/2015,berries,267816699,9,Monday
8479,12/18/2015,canned beer,462716787,12,Friday
4549,10/17/2015,frankfurter,177316725,10,Saturday
4549,05/23/2015,frankfurter,310016578,5,Saturday
1123,05/29/2015,berries,323216584,5,Friday
4549,8/12/2015,frankfurter,367316659,8,Wednesday
2789,11/19/2015,newspapers,406816758,11,Thursday
9038,10/7/2015,frozen fish,234016715,10,Wednesday
7325,3/1/2015,tropical fruit,193016495,3,Sunday
8144,6/2/2015,beef,352616588,6,Tuesday
8730,2/10/2015,rolls/buns,161716476,2,Tuesday
8919,7/11/2015,specialty chocolate,102816627,7,Saturday
3958,12/1/2015,sparkling wine,444016770,12,Tuesday
6341,07/23/2015,citrus fruit,355416639,7,Thursday
9677,12/15/2015,onions,163216784,12,Tuesday
2199,2/7/2015,whole milk,142916473,2,Saturday
8632,05/20/2015,photo/film,122516575,5,Wednesday
